code,codeseq,desc,gen_desc,acc_code
"4836","00"," Polypectomy (rectum)"," [Endoscopic] polypectomy of rectum"," ",
"484","00",""," Pull-through resection of rectum","*",
"4840","00",""," Pull-through resection of rectum, not otherwise specified"," ",
"4841","01"," Endorectal pull through"," Soave submucosal resection of rectum"," ",
"4841","02"," Transanal endorectal pull through"," Soave submucosal resection of rectum"," ",
"4841","03"," Transanal endorectal pull through"," Soave submucosal resection of rectum"," ",
"4842","00",""," Laparoscopic pull-through resection of rectum"," ",
"4843","00",""," Open pull-through resection of rectum"," ",
"4849","01"," Altemeier operation"," Other pull-through resection of rectum"," ",
"4849","02"," Rectum transanal pull through"," Other pull-through resection of rectum"," ",
"4849","03"," Pull through operation"," Other pull-through resection of rectum"," ",
"485","01"," A-P resection"," Abdominoperineal resection of rectum"," ",
"485","02"," AP resection"," Abdominoperineal resection of rectum"," ",
"485","03"," Abdominoperineal proctectomy"," Abdominoperineal resection of rectum"," ",
"485","04"," APR rectum"," Abdominoperineal resection of rectum"," ",
"485","05"," Total proctocolectomy"," Abdominoperineal resection of rectum"," ",
"4850","00",""," Abdominoperineal resection of the rectum, not otherwise specified"," ",
"4851","00",""," Laparoscopic abdominoperineal resection of the rectum"," ",
"4852","00",""," Open abdominoperineal resection of the rectum"," ",
"4859","00",""," Other abdominoperineal resection of the rectum"," ",
"486","00",""," Other resection of rectum","*",
"4861","00",""," Transsacral rectosigmoidectomy"," ",
"4862","01"," AP resection with colostomy"," Anterior resection of rectum with synchronous colostomy"," ",
"4862","02"," Ultra low anterior resection with colonic J pouch"," Anterior resection of rectum with synchronous colostomy"," ",
"4862","03"," Colostomy"," Anterior resection of rectum with synchronous colostomy"," ",
"4862","04"," Explor lap with colostomy"," Anterior resection of rectum with synchronous colostomy"," ",
"4863","01"," Anterior resection rectum"," Other anterior resection of rectum"," ",
"4863","02"," Low anterior rescetion rectum"," Other anterior resection of rectum"," ",
"4863","03"," Low anterior resection rectum"," Other anterior resection of rectum"," ",
"4863","04"," Lower anterior resection of rectum"," Other anterior resection of rectum"," ",
"4863","05"," Lower anterior resection rectum"," Other anterior resection of rectum"," ",
"4863","06"," Transperineal excision rectum"," Other anterior resection of rectum"," ",
"4863","07"," Transperineal rectosigmoidectomy"," Other anterior resection of rectum"," ",
"4863","08"," Rectum anterior resection"," Other anterior resection of rectum"," ",
"4863","09"," Anterior resectomy rectum"," Other anterior resection of rectum"," ",
"4864","01"," Posterior resection rectum"," Posterior resection of rectum"," ",
"4864","02"," Posterior-resection rectum"," Posterior resection of rectum"," ",
"4864","03"," Rectum posterior resection"," Posterior resection of rectum"," ",
"4864","04"," Posterior resectomy rectum"," Posterior resection of rectum"," ",
"4865","01"," Duhamel operation"," Duhamel resection of rectum"," ",
"4865","02"," Duhamel's operation"," Duhamel resection of rectum"," ",
"4865","03"," Modified Martin Duhamel"," Duhamel resection of rectum"," ",
"4866","01"," Hartman operation"," Hartmann resection of rectum","-",
"4866","02"," Hartman's operation"," Hartmann resection of rectum","-",
"4866","03"," Hartman's procedure"," Hartmann resection of rectum","-",
"4866","04"," Hartmann 's operation"," Hartmann resection of rectum","-",
"4866","05"," Hartmann operation"," Hartmann resection of rectum","-",
"4866","06"," Hartmann pouch"," Hartmann resection of rectum","-",
"4866","07"," Hartmann pouch operation"," Hartmann resection of rectum","-",
"4866","08"," Hartmann procedure"," Hartmann resection of rectum","-",
"4866","09"," Hartmann's operation"," Hartmann resection of rectum","-",
"4866","10"," Hartmann's precedure rectum"," Hartmann resection of rectum","-",
"4866","11"," Hartmann's procedure"," Hartmann resection of rectum","-",
"4866","12"," Hartmann' procedure"," Hartmann resection of rectum","-",
"4869","01"," Excision rectum"," Rectal resection NEC"," ",
"4869","02"," Explore lap C aortoiliac LN resection"," Rectal resection NEC"," ",
"4869","03"," Low anterior resection"," Rectal resection NEC"," ",
"4869","04"," Perineal rectosigmoidectomy"," Rectal resection NEC"," ",
"4869","05"," Rectum resection"," Rectal resection NEC"," ",
"4869","06"," Resection"," Rectal resection NEC"," ",
"4869","07"," Total proctocolectomy"," Rectal resection NEC"," ",
"4869","08"," Proctocolectomy"," Rectal resection NEC"," ",
"487","00",""," Repair of rectum","*",
"4871","01"," Suture rectum"," Suture of laceration of rectum"," ",
"4872","00",""," Closure of proctostomy"," ",
"4873","00",""," Closure of other rectal fistula"," ",
"4874","01"," Re-anastomosis of colon and rectum"," Rectorectostomy"," ",
"4875","00",""," Abdominal proctopexy"," ",
"4876","01"," Rectopexy"," Other proctopexy"," ",
"4876","02"," Delrome procedure (rectal prolapse)"," Other proctopexy"," ",
"4876","03"," Delrome's operation (Rectal prolapse)"," Other proctopexy"," ",
"4879","01"," Brachytherapy"," Other repair of rectum"," ",
"4879","02"," PSARP"," Other repair of rectum"," ",
"4879","03"," Repair rectum"," Other repair of rectum"," ",
"4879","04"," Posterior rectal anorectoplasty"," Other repair of rectum"," ",
"488","00",""," Incision or excision of perirectal tissue or lesion","*",
"4881","01"," Tranrectal drainage pelvic abscess"," Incision of perirectal tissue"," ",
"4882","01"," Excision rectovagina mass"," Excision of perirectal tissue"," ",
"4882","02"," Laparoscopic RV mass excision"," Excision of perirectal tissue"," ",
"4882","03"," Laparoscopic excision rectovaginal"," Excision of perirectal tissue"," ",
"4882","04"," Excision RV adenomyosis"," Excision of perirectal tissue"," ",
"4882","05"," Excision rectovaginal mass"," Excision of perirectal tissue"," ",
"4882","06"," Excision RV mass"," Excision of perirectal tissue"," ",
"489","00",""," Other operations on rectum and perirectal tissue","*",
"4891","00",""," Incision of rectal stricture"," ",
"4892","00",""," Anorectal myectomy"," ",
"4893","00",""," Repair of perirectal fistula"," ",
"4899","00",""," Rectal perirect op NEC"," ",
"490","00",""," Incision or excision of perianal tissue","*",
"4901","01"," Drainage perinal abscess"," Incision of perianal abscess"," ",
"4901","02"," I & D perianal abscess"," Incision of perianal abscess"," ",
"4901","03"," I&D anal abscess"," Incision of perianal abscess"," ",
"4901","04"," I&D anorectal"," Incision of perianal abscess"," ",
"4901","05"," I&D ischiorectal abscess"," Incision of perianal abscess"," ",
"4901","06"," I&D perianal abscess"," Incision of perianal abscess"," ",
"4901","07"," I/D perianal abscess"," Incision of perianal abscess"," ",
"4901","08"," I&D perianal"," Incision of perianal abscess"," ",
"4901","09"," I&D perianal abscess"," Incision of perianal abscess"," ",
"4902","01"," I&D perianal"," Other incision of perianal tissue"," ",
"4903","01"," Excision skin tag anal"," Excision of perianal skin tags"," ",
"4903","02"," Excision skin tag perianal"," Excision of perianal skin tags"," ",
"4903","03"," Excision anal skin tag"," Excision of perianal skin tags"," ",
"4903","04"," Anal skin-tag excision"," Excision of perianal skin tags"," ",
"4903","05"," Anal skin tag excision"," Excision of perianal skin tags"," ",
"4904","01"," Excision perianal abscess"," Other excision of perianal tissue"," ",
"4904","02"," Wide excision (perianal)"," Other excision of perianal tissue"," ",
"4904","03"," Perianal excisional"," Other excision of perianal tissue"," ",
"491","00",""," Incision or excision of anal fistula","*",
"4911","01"," Excision seton teching anal"," Anal fistulotomy"," ",
"4911","02"," Fistulectomy anal"," Anal fistulotomy"," ",
"4911","03"," Fistulotomy anal"," Anal fistulotomy"," ",
"4911","04"," Fistulotomy anus"," Anal fistulotomy"," ",
"4911","05"," Fistulotomy ano"," Anal fistulotomy"," ",
"4911","06"," Double seton's operation (Fistulotomy)"," Anal fistulotomy"," ",
"4911","07"," I&D FIA"," Anal fistulotomy"," ",
"4911","08"," 2nd stage fistulotomy anus"," Anal fistulotomy"," ",
"4912","01"," 2 nd stage fistulotomy anal"," Anal fistulectomy"," ",
"4912","02"," Fistulectomy anal"," Anal fistulectomy"," ",
"4912","03"," Fistulectomy ano"," Anal fistulectomy"," ",
"4912","04"," Fistulectomy anus"," Anal fistulectomy"," ",
"4912","05"," Seton insertion (fistulectomy)"," Anal fistulectomy"," ",
"492","00",""," Diagnostic procedures on anus and perianal tissue","*",
"4921","00",""," Anoscopy"," ",
"4922","00",""," Biopsy of perianal tissue"," ",
"4923","01"," Anal biopsy"," Biopsy of anus"," ",
"4923","02"," Excision BX anal"," Biopsy of anus"," ",
"4923","03"," Excision BX anus"," Biopsy of anus"," ",
"4929","00",""," Other diagnostic procedures on anus and perianal tissue"," ",
"493","01"," Curettage anus"," Local excision or destruction of other lesion or tissue of anus"," ",
"493","02"," Excision anal"," Local excision or destruction of other lesion or tissue of anus"," ",
"493","03"," Excision anal polyp"," Local excision or destruction of other lesion or tissue of anus"," ",
"493","04"," Excision of anal skin tag"," Local excision or destruction of other lesion or tissue of anus"," ",
"493","05"," Excision skin tag anal"," Local excision or destruction of other lesion or tissue of anus"," ",
"493","06"," Local excision tumor at anus"," Local excision or destruction of other lesion or tissue of anus"," ",
"493","07"," Marsupialization anus"," Local excision or destruction of other lesion or tissue of anus"," ",
"493","08"," Polypectomy anus"," Local excision or destruction of other lesion or tissue of anus"," ",
"493","09"," Transanal polypectomy with fulguration anus"," Local excision or destruction of other lesion or tissue of anus"," ",
"493","10"," Wedge excision anus"," Local excision or destruction of other lesion or tissue of anus"," ",
"493","11"," Excision (anal granulation)"," Local excision or destruction of other lesion or tissue of anus"," ",
"493","12"," Wide excision condyloma anus"," Local excision or destruction of other lesion or tissue of anus"," ",
"493","13"," Local excision anus"," Local excision or destruction of other lesion or tissue of anus"," ",
"4931","00",""," Endoscopic excision or destruction of lesion or tissue of anus"," ",
"4939","00",""," Other local excision or destruction of lesion or tissue of anus"," ",
"494","00",""," Procedures on hemorrhoids","*",
"4941","00",""," Reduction of hemorrhoids"," ",
"4942","01"," Sclerosing injection hemorrhoid anal"," Injection of hemorrhoids"," ",
"4943","00",""," Cauterization of hemorrhoids"," ",
"4944","00",""," Destruction of hemorrhoids by cryotherapy"," ",
"4945","01"," Ligation hemorrhoid"," Ligation of hemorrhoids"," ",
"4945","02"," Rubber band ligation anal"," Ligation of hemorrhoids"," ",
"4945","03"," Rubber band ligation hemorrhoid anal"," Ligation of hemorrhoids"," ",
"4945","04"," Hemorrhoid ligation"," Ligation of hemorrhoids"," ",
"4946","01"," Hemorrhoiddectomy"," Excision of hemorrhoids"," ",
"4946","02"," Hemorrhoidectomy"," Excision of hemorrhoids"," ",
"4946","03"," Hemorrhoidectomy C resuture hemorrhoid stump"," Excision of hemorrhoids"," ",
"4946","04"," Hemorroidectomy"," Excision of hemorrhoids"," ",
"4946","05"," Open Hemorrhoidectomy"," Excision of hemorrhoids"," ",
"4946","06"," Open hemorrhoidectomy"," Excision of hemorrhoids"," ",
"4946","07"," Staple hemorrhoidectomy"," Excision of hemorrhoids"," ",
"4946","08"," Stapple hemorrhoidectomy"," Excision of hemorrhoids"," ",
"4946","09"," Staple hemorroidectomy"," Excision of hemorrhoids"," ",
"4946","10"," Opened hemorrhoidectomy"," Excision of hemorrhoids"," ",
"4946","11"," Stap hemorrhoidectomy"," Excision of hemorrhoids"," ",
"4946","12"," Stapple hemorrhoid"," Excision of hemorrhoids"," ",
"4946","13"," Hemorrhoidectomy"," Excision of hemorrhoids"," ",
"4947","01"," Hemorriodectomy thrombosed"," Evacuation of thrombosed hemorrhoids"," ",
"4947","02"," Evacuation blood clot"," Evacuation of thrombosed hemorrhoids"," ",
"4947","03"," Evacuate blood clot hemorrhoid"," Evacuation of thrombosed hemorrhoids"," ",
"4949","01"," Hemorrhoidectomy"," Other procedures on hemorrhoids"," ",
"495","00",""," Division of anal sphincter","*",
"4951","01"," Lateral Sphincterotomy"," Left lateral anal sphincterotomy"," ",
"4951","02"," Lateral partial internal sphincterotomy"," Left lateral anal sphincterotomy"," ",
"4951","03"," Lateral sphincterotomy"," Left lateral anal sphincterotomy"," ",
"4951","04"," Partial lateral internal sphincterotomy"," Left lateral anal sphincterotomy"," ",
"4951","05"," Partial lateral sphincterotomy"," Left lateral anal sphincterotomy"," ",
"4951","06"," Lateral internal anal sphincterotomy"," Left lateral anal sphincterotomy"," ",
"4951","07"," LAS"," Left lateral anal sphincterotomy"," ",
"4951","08"," Lt lateral partial internal sphincterotomy"," Left lateral anal sphincterotomy"," ",
"4951","09"," Lateral internal sphincterotomy"," Left lateral anal sphincterotomy"," ",
"4951","10"," Lateral internal partial sphincterotomy"," Left lateral anal sphincterotomy"," ",
"4952","01"," Sphincterotomy"," Posterior anal sphincterotomy"," ",
"4959","01"," Lat internal sphincterotomy anal"," Other anal sphincterotomy"," ",
"4959","02"," Lateral internal sphincterotomy anal"," Other anal sphincterotomy"," ",
"4959","03"," Lateral partial internal sphincterotomy anal"," Other anal sphincterotomy"," ",
"4959","04"," Lateral sphincterotomy anal"," Other anal sphincterotomy"," ",
"4959","05"," Partial lateral internal sphincterotomy anal"," Other anal sphincterotomy"," ",
"4959","06"," Sphincterotomy anal"," Other anal sphincterotomy"," ",
"4959","07"," Internal sphincterotomy"," Other anal sphincterotomy"," ",
"496","01"," Anal sphincterectomy"," Excision of anus"," ",
"496","02"," Excision anal"," Excision of anus"," ",
"496","03"," Excision anus"," Excision of anus"," ",
"496","04"," Excision infected tissue"," Excision of anus"," ",
"496","05"," Wide excision at anus"," Excision of anus"," ",
"497","00",""," Repair of anus","*",
"4971","01"," Suture wound anus"," Suture of laceration of anus"," ",
"4972","00",""," Anal cerclage"," ",
"4973","00",""," Closure of anal fistula"," ",
"4974","01"," Anal translocation"," Gracilis muscle transplant for anal incontinence"," ",
"4975","00",""," Implantation or revision of artificial anal sphincter"," ",
"4976","00",""," Removal of artificial anal sphincter"," ",
"4979","01"," Anoplasty"," Other repair of anal sphincter"," ",
"4979","02"," Flap anal sphincter with reconstruction"," Other repair of anal sphincter"," ",
"4979","03"," Thiersch operation anus"," Other repair of anal sphincter"," ",
"4979","04"," Anal sphincteroplasty"," Other repair of anal sphincter"," ",
"4979","05"," Anoplasty"," Other repair of anal sphincter"," ",
"4979","06"," Perineal anoplasty"," Other repair of anal sphincter"," ",
"499","00",""," Other operations on anus","*",
"4991","00",""," Incision of anal septum"," ",
"4992","00",""," Insertion of subcutaneous electrical anal stimulator"," ",
"4993","01"," Off seton anus"," Other incision of anus"," ",
"4993","02"," Seton operation"," Other incision of anus"," ",
"4993","03"," OFF seton anal"," Other incision of anus"," ",
"4994","00",""," Reduction of anal prolapse"," ",
"4995","00",""," Control of (postoperative) hemorrhage of anus"," ",
"4999","01"," Coring out operation ano"," Anal operation NEC"," ",
"500","01"," Drainage abscess liver"," Hepatotomy"," ",
"500","02"," Drainage liver"," Hepatotomy"," ",
"500","03"," Open drainage liver"," Hepatotomy"," ",
"500","04"," Open drainage liver abscess"," Hepatotomy"," ",
"500","05"," Unroof liver cyst"," Hepatotomy"," ",
"501","00",""," Diagnostic procedures on liver","*",
"5011","01"," Liver biopsy percutaneous"," Percutaneous (needle) biopsy of liver"," ",
"5011","02"," Liver needle biopsy"," Percutaneous (needle) biopsy of liver"," ",
"5012","01"," BX liver"," Open biopsy of liver"," ",
"5012","02"," Biopsy liver"," Open biopsy of liver"," ",
"5012","03"," Explore lap C biopsy liver"," Open biopsy of liver"," ",
"5012","04"," Explore lap C liver BX"," Open biopsy of liver"," ",
"5012","05"," Explore lap C liver tumor bx"," Open biopsy of liver"," ",
"5012","06"," Explore lap C true cut bx liver"," Open biopsy of liver"," ",
"5012","07"," Liver BX"," Open biopsy of liver"," ",
"5012","08"," Liver Bx."," Open biopsy of liver"," ",
"5012","09"," Liver biopsy"," Open biopsy of liver"," ",
"5012","10"," Liver biopsy under U/S"," Open biopsy of liver"," ",
"5012","11"," Liver bx"," Open biopsy of liver"," ",
"5012","12"," Liver nodule biopsy"," Open biopsy of liver"," ",
"5012","13"," Open biopsy liver"," Open biopsy of liver"," ",
"5012","14"," Through cut liver biopsy"," Open biopsy of liver"," ",
"5012","15"," True cut liver biopsy"," Open biopsy of liver"," ",
"5012","16"," Explor lap with liver biopsy"," Open biopsy of liver"," ",
"5012","17"," Liver biosy"," Open biopsy of liver"," ",
"5012","18"," Opened biopsy liver"," Open biopsy of liver"," ",
"5012","19"," U/S guide biopsy liver"," Open biopsy of liver"," ",
"5012","20"," Biopsy of liver"," Open biopsy of liver"," ",
"5013","00",""," Transjugular liver biopsy"," ",
"5014","00",""," Laparoscopic liver biopsy"," ",
"5019","00",""," Other diagnostic procedures on liver"," ",
"502","00",""," Local excision or destruction of liver tissue or lesion","*",
"5021","00",""," Marsupialization of lesion of liver"," ",
"5022","01"," Hepatectomy"," Partial hepatectomy"," ",
"5022","02"," Hepatectomy Lt"," Partial hepatectomy"," ",
"5022","03"," LT Hepatectomy"," Partial hepatectomy"," ",
"5022","04"," Liver wedge excision"," Partial hepatectomy"," ",
"5022","05"," Liver wedge resection"," Partial hepatectomy"," ",
"5022","06"," Lt Hepatectomy"," Partial hepatectomy"," ",
"5022","07"," Lt lobe hepatectomy"," Partial hepatectomy"," ",
"5022","08"," Partial hepatectomy liver"," Partial hepatectomy"," ",
"5022","09"," RT Hepatectomy"," Partial hepatectomy"," ",
"5022","10"," Rt hepatectomy"," Partial hepatectomy"," ",
"5022","11"," Rt lobe hepatectomy"," Partial hepatectomy"," ",
"5022","12"," Segmentectomy liver"," Partial hepatectomy"," ",
"5022","13"," Seqmentectomy liver"," Partial hepatectomy"," ",
"5022","14"," Wedge excision liver"," Partial hepatectomy"," ",
"5022","15"," Wedge liver resection"," Partial hepatectomy"," ",
"5022","16"," Wedge resection liver"," Partial hepatectomy"," ",
"5022","17"," Wedge resection of liver"," Partial hepatectomy"," ",
"5022","18"," Wedge resection tumor liver"," Partial hepatectomy"," ",
"5022","19"," Lt lateral hepatectomy"," Partial hepatectomy"," ",
"5022","20"," Wedge resection lateral segment lt lobe liver"," Partial hepatectomy"," ",
"5022","21"," Extended Lt hepatectomy"," Partial hepatectomy"," ",
"5023","00","","Open ablation of liver lesion or tissue"," ",
"5024","00","","Percutaneous ablation of liver lesion or tissue"," ",
"5025","00","","Laparoscopic ablation of liver lesion or tissue"," ",
"5026","00","","Other and unspecified ablation of liver lesion or tissue"," ",
"5029","01"," Excision liver"," Other destruction of lesion of liver"," ",
"5029","02"," Excision with Roux en Y"," Other destruction of lesion of liver"," ",
"5029","03"," Wide excision liver"," Other destruction of lesion of liver"," ",
"5029","04"," Excision liver mass"," Other destruction of lesion of liver"," ",
"5029","05"," Liver enucleation"," Other destruction of lesion of liver"," ",
"503","01"," Hepatectomy RT lobe"," Lobectomy of liver"," ",
"503","02"," Lobectomy Lt liver"," Lobectomy of liver"," ",
"503","03"," Lobectomy liver"," Lobectomy of liver"," ",
"503","04"," RT lobe hepatic resection"," Lobectomy of liver"," ",
"503","05"," Rt lobe hepatectomy"," Lobectomy of liver"," ",
"503","06"," Trisegmentectomy liver"," Lobectomy of liver"," ",
"503","07"," Lt lobe hepatectomy"," Lobectomy of liver"," ",
"504","01"," Lt hepatectomy"," Total hepatectomy"," ",
"504","02"," Hepatectomy"," Total hepatectomy"," ",
"505","00",""," Liver transplant","*",
"5051","00",""," Auxiliary liver transplant"," ",
"5059","01"," Liver transplantation"," Other transplant of liver"," ",
"5059","02"," Liver transplant"," Other transplant of liver"," ",
"506","00",""," Repair of liver","*",
"5061","01"," Suture liver"," Closure of laceration of liver"," ",
"5061","02"," Suture stop bleeding liver"," Closure of laceration of liver"," ",
"5061","03"," Wound closure liver"," Closure of laceration of liver"," ",
"5069","01"," Double Lt tube hepatostomy"," Other repair of liver"," ",
"5069","02"," Hepatojejunostomy"," Other repair of liver"," ",
"5069","03"," Hepatojejunostomy with Roux-en-Y operation"," Other repair of liver"," ",
"5069","04"," Hepatostomy"," Other repair of liver"," ",
"5069","05"," U-tube hepatostomy"," Other repair of liver"," ",
"509","00",""," Other operations on liver","*",
"5091","01"," Aspiration liver"," Percutaneous aspiration of liver"," ",
"5091","02"," Liver aspiration"," Percutaneous aspiration of liver"," ",
"5091","03"," Liver tapping"," Percutaneous aspiration of liver"," ",
"5091","04"," Tapping liver abscess"," Percutaneous aspiration of liver"," ",
"5091","05"," Cyst aspiration liver"," Percutaneous aspiration of liver"," ",
"5091","06"," Percutaneous drainage abscess liver"," Percutaneous aspiration of liver"," ",
"5091","07"," Percutaneous drainage liver abscess"," Percutaneous aspiration of liver"," ",
"5091","08"," Percutaneous drainage liver"," Percutaneous aspiration of liver"," ",
"5091","09"," Aspiration liver cyst"," Percutaneous aspiration of liver"," ",
"5091","10"," Tapping of liver abscess"," Percutaneous aspiration of liver"," ",
"5092","00",""," Extracorporeal hepatic assistance"," ",
"5093","00",""," Localized perfusion of liver"," ",
"5094","01"," Alcohol injection at liver"," Other injection of therapeutic substance into liver"," ",
"5094","02"," Alcohol injection liver"," Other injection of therapeutic substance into liver"," ",
"5094","03"," Angiogram (TOCE)"," Other injection of therapeutic substance into liver"," ",
"5094","04"," Fail TOCE"," Other injection of therapeutic substance into liver"," ",
"5094","05"," Fail alcoholic injection"," Other injection of therapeutic substance into liver"," ",
"5094","06"," TOCE"," Other injection of therapeutic substance into liver"," ",
"5094","07"," TOCE I"," Other injection of therapeutic substance into liver"," ",
"5094","08"," TOCE II"," Other injection of therapeutic substance into liver"," ",
"5094","09"," TOCE III"," Other injection of therapeutic substance into liver"," ",
"5094","10"," TOCE IV"," Other injection of therapeutic substance into liver"," ",
"5094","11"," TOCE VI"," Other injection of therapeutic substance into liver"," ",
"5094","12"," TOCGE"," Other injection of therapeutic substance into liver"," ",
"5094","13"," Contrast injection liver"," Other injection of therapeutic substance into liver"," ",
"5094","14"," TOCE 7"," Other injection of therapeutic substance into liver"," ",
"5094","15"," TOCE 5th"," Other injection of therapeutic substance into liver"," ",
"5094","16"," TOCE VII"," Other injection of therapeutic substance into liver"," ",
"5094","17"," Lipoidal injection liver"," Other injection of therapeutic substance into liver"," ",
"5099","00",""," LIVER OPERATION NEC"," ",
"510","00",""," Cholecystotomy and cholecystostomy","*",
"5101","00",""," Percutaneous aspiration of gallbladder"," ",
"5102","00",""," Trocar cholecystostomy"," ",
"5103","00",""," Other cholecystostomy"," ",
"5104","01"," Exploratory lap C drainage gallbladder"," Other cholecystotomy"," ",
"511","00",""," Diagnostic procedures on biliary tract","*",
"5110","00"," ERCP"," Endoscopic retrograde cholangiopancreatography [ERCP]"," ",
"5111","01"," Choledochoscope ,  ERCP"," Endoscopic retrograde cholangiography [ERC]"," ",
"5112","00",""," Percutaneous biopsy of gallbladder or bile ducts"," ",
"5113","01"," Biopsy gallbladder"," Open biopsy of gallbladder or bile ducts"," ",
"5113","02"," Tumor biopsy gall bladder"," Other biopsy of gallbladder or bile ducts","-",
"5113","03"," Ampulla biopsy"," Other biopsy of gallbladder or bile ducts","-",
"5113","04"," BX ampulla"," Other biopsy of gallbladder or bile ducts","-",
"5113","05"," Biopsy bile duct"," Other biopsy of gallbladder or bile ducts","-",
"5114","00",""," Other closed [endoscopic] biopsy of biliary duct or sphincter of Oddi"," ",
"5115","00",""," Pressure measurement of sphincter of Oddi"," ",
"5119","00",""," Other diagnostic procedures on biliary tract"," ",
"512","00",""," Cholecystectomy","*",
"5121","01"," Cholecystectomy"," Partial cholecystectomy"," ",
"5121","02"," Excision choledochus cyst"," Partial cholecystectomy"," ",
"5121","03"," Partial cystectomy gall bladder"," Partial cholecystectomy"," ",
"5121","04"," Subtotal cholecystectomy"," Partial cholecystectomy"," ",
"5122","01"," Cholecystectomy"," Total cholecystectomy"," ",
"5122","02"," Cholycystectomy"," Total cholecystectomy"," ",
"5122","03"," Elective cholecystectomy"," Total cholecystectomy"," ",
"5122","04"," Explore cholecystectomy"," Total cholecystectomy"," ",
"5122","05",""," Total cholecystectomy"," ",
"5122","06"," Lap cholecystectomy"," Total cholecystectomy"," ",
"5122","07"," Laparoscope C cholecystectomy"," Total cholecystectomy"," ",
"5122","08"," Laparoscope cholecystectomy"," Total cholecystectomy"," ",
"5122","09"," Laparoscopic C cholecystectomy"," Total cholecystectomy"," ",
"5122","10"," Laparoscopic cholecystectomy"," Total cholecystectomy"," ",
"5122","11"," Laparoscopic with cholecystectomy"," Total cholecystectomy"," ",
"5122","12"," Open Cholecystectomy"," Total cholecystectomy"," ",
"5122","13",""," Total cholecystectomy"," ",
"5122","14"," Open chelecystectomy"," Total cholecystectomy"," ",
"5122","15"," Open cholcystectomy"," Total cholecystectomy"," ",
"5122","16"," Open cholecystectomy"," Total cholecystectomy"," ",
"5122","17"," Open cholecytectomy"," Total cholecystectomy"," ",
"5122","18"," Opencholecystectomy"," Total cholecystectomy"," ",
"5122","19"," Opend cholecystectomy"," Total cholecystectomy"," ",
"5122","20"," Opened Cholecystectomy"," Total cholecystectomy"," ",
"5122","21"," Opened cholecystectomy"," Total cholecystectomy"," ",
"5122","22"," Subtotal cholecystectomy"," Total cholecystectomy"," ",
"5122","23"," Subtotal gastrectomy cholecystitis"," Total cholecystectomy"," ",
"5122","24"," OC"," Total cholecystectomy"," ",
"5122","25"," Laparoscopic,cholecystectomy"," Total cholecystectomy"," ",
"5122","26",""," Total cholecystectomy"," ",
"5122","27"," Cholecystectomy"," Total cholecystectomy"," ",
"5123","00"," LC"," Laparoscopic cholecystectomy"," ",
"5124","00",""," Laparoscopic partial cholecystectomy"," ",
"513","00",""," Anastomosis of gallbladder or bile duct","*",
"5131","00",""," Anastomosis of gallbladder to hepatic ducts"," ",
"5132","01"," Cholecystojejunostomy with Roux-en-y anastomosis"," Anastomosis of gallbladder to intestine"," ",
"5132","02"," Roux-en-Y cholecystojejunostomy"," Anastomosis of gallbladder to intestine"," ",
"5132","03"," Roux-en-y operation cholecystojejunostom"," Anastomosis of gallbladder to intestine"," ",
"5133","00",""," Anastomosis of gallbladder to pancreas"," ",
"5134","00",""," Anastomosis of gallbladder to stomach"," ",
"5135","01"," Kasai's operation"," Other gallbladder anastomosis"," ",
"5135","02"," Kasai's operation"," Other gallbladder anastomosis"," ",
"5136","01"," Choledochjeojunostomy"," Choledochoenterostomy"," ",
"5136","02"," Choledochoduodenostomy"," Choledochoenterostomy"," ",
"5136","03"," Choledochojejunostomy"," Choledochoenterostomy"," ",
"5136","04"," RouX-En-Y-choledochojejunostomy"," Choledochoenterostomy"," ",
"5136","05"," Roux-en-y,choledochojejunostomy"," Choledochoenterostomy"," ",
"5136","06"," Chojejunostomy"," Choledochoenterostomy"," ",
"5136","07"," Roux-en-y choledochojejunostomy"," Choledochoenterostomy"," ",
"5136","08"," Roux-en-Y choledochojejunostomy"," Choledochoenterostomy"," ",
"5136","09"," Roux en y choledchojejunostomy"," Choledochoenterostomy"," ",
"5136","10"," Explore lap with Choledochojejunostomy"," Choledochoenterostomy"," ",
"5137","01"," Hepaticojejunostomy"," Anastomosis of hepatic duct to gastrointestinal tract"," ",
"5137","02"," Roux-en Y hepaticojejunostomy"," Anastomosis of hepatic duct to gastrointestinal tract"," ",
"5137","03"," Roux-en-y hepaticojejunostomy"," Anastomosis of hepatic duct to gastrointestinal tract"," ",
"5137","04"," Roux-En-Y-Hepaticojejunostomy"," Anastomosis of hepatic duct to gastrointestinal tract"," ",
"5137","05"," Explore with tumor removal hepaticojejunostomy"," Anastomosis of hepatic duct to gastrointestinal tract"," ",
"5137","06"," Roux-En-Y hepaticojejunostomy"," Anastomosis of hepatic duct to gastrointestinal tract"," ",
"5137","07"," Rounx-en-y hepaticojejunostomy"," Anastomosis of hepatic duct to gastrointestinal tract"," ",
"5139","01"," Choledochopancreatostomy"," Other bile duct anastomosis"," ",
"5139","02"," Reanastomosis bile duct"," Other bile duct anastomosis"," ",
"514","00",""," Incision of bile duct for relief of obstruction","*",
"5141","01"," CBD explore"," Common duct exploration for removal of calculus"," ",
"5141","02"," CBD stone removal"," Common duct exploration for removal of calculus"," ",
"5141","03"," Explore CBD with CBD stone"," Common duct exploration for removal of calculus"," ",
"5142","00",""," Common duct exploration for relief of other obstruction"," ",
