"Payer","ชื่อหน่วยงาน","สิทธิ","ประเภท","จังหวัด","ชื่อย่อ"
"51379","สำนักพระราชวัง","AR",001,"กรุงเทพมหานคร","วัง"
"51380","สำนักราชเลขาธิการ","AR",001,"กรุงเทพมหานคร","วัง"
"51381","อุทยานแห่งชาติเขานัน","AR",001,"นครศรีธรรมราช","อุทยานเขานัน"
"51382","บริษัท กระเบื้องกระดาษไทย จำกัด (โรงงานทุ่งสง)","AR",003,"กรุงเทพมหานคร","SCG"
51383,"บริษัท กสท โทรคมนาคม จำกัด (มหาชน)","AR",004,"กรุงเทพมหานคร","กสท."
"51384","บริษัท ค้าวัสดุซิเมนต์ไทย จำกัด","AR",003,"กรุงเทพมหานคร","SCG"
"51385","บริษัท  ช.การช่าง  จำกัด  (มหาชน)","AR",003,"กรุงเทพมหานคร","บริษัท"
"51386","บริษัท ซิเมนต์ไทยการตลาด จำกัด (มหาชน)","AR",003,"กรุงเทพมหานคร","SCG"
"51387","บริษัท ซิเมนต์ไทยโฮมเซอร์วิส จำกัด","AR",003,"กรุงเทพมหานคร","SCG"
"51388","บริษัท  ทศท  คอร์ปอเรชั่น จำกัด (มหาชน)","AR",004,"กรุงเทพมหานคร","ทศท."
"51389","บริษัท  ไทยเดินเรือทะเล  จำกัด","AR",003,"กรุงเทพมหานคร","บริษัท"
"51390","บริษัท  ไทยน้ำทิพย์  จำกัด","AR",003,"กรุงเทพมหานคร","บริษัท"
"51391","บริษัท ไทยคอนเทนเนอร์ (ทีซีซี) จำกัด","AR",003,"ระยอง","SCG"
"51392","บริษัท  ไทยออยล์  จำกัด  (มหาชน)","AR",003,"ชลบุรี","บริษัท"
"51393","บริษัท นวพลาสติกอุตสาหกรรม (สระบุรี)จำกัด","AR",003,"กรุงเทพมหานคร","SCG"
"51394","บริษัท  ปตท. จำกัด  (มหาชน)","AR",004,"กรุงเทพมหานคร","ปตท."
"51396","บริษัท ปูนซิเมนต์ไทย (แก่งคอย) จำกัด","AR",003,"สระบุรี","SCG"
"51397","บริษัท ปูนซิเมนต์ไทย (ทุ่งสง) จำกัด","AR",003,"นครศรีธรรมราช","SCG"
"51398","บริษัท ปูนซิเมนต์ไทยการตลาด จำกัด","AR",003,"กรุงเทพมหานคร","SCG"
"51399","บริษัท ผลิตภัณฑ์ก่อสร้างซิเมนต์ไทย","AR",003,"กรุงเทพมหานคร","SCG"
"51401","บริษัท  สระบุรีรัชต์  จำกัด","AR",003,"สระบุรี","SCG"
"51400","บริษัท  เวิล  แทรเวล  เซอร์วิส  จำกัด","AR",003,"กรุงเทพมหานคร","บริษัท"
"51403","บริษัท เอสซีจี เน็ตเวิร์ค แมเนจเม้นท์ จำกัด","AR",003,"กรุงเทพมหานคร","SCG"
"51402","บริษัท  อุตสาหกรรมนมไทย  จำกัด","AR",003,"กรุงเทพมหานคร","บริษัท"
"51404","บริษัท เอสซีจี เปเปอร์ จำกัด (มหาชน)","AR",003,"กรุงเทพมหานคร","SCG"
"51405","บริษัท เอสซีจี ผลิตภัณฑ์ก่อสร้าง จำกัด","AR",003,"กรุงเทพมหานคร","SCG"
"51406","บริษัท กระเบื้องกระดาษไทย จำกัด (โรงงานสระบุรี)","AR",003,"สระบุรี","SCG"
"51407","บริษัท กระเบื้องหลังคาซีแพค จำกัด","AR",003,"กรุงเทพมหานคร","SCG"
"51410","บริษัท ค้าสากลซิเมนต์ไทย จำกัด","AR",003,"กรุงเทพมหานคร","SCG"
"51408","บริษัท การบินไทย จำกัด(มหาชน)","AR",004,"กรุงเทพมหานคร","บริษัท"
"51409","บริษัท ขนส่ง จำกัด","AR",004,"กรุงเทพมหานคร","บริษัท"
"51411","บริษัท เซรามิคอุตสาหกรรมไทย จำกัด","AR",003,"กรุงเทพมหานคร","SCG"
"51413","สถานพยาบาล บริษัท ปูนซิเมนต์ไทย จำกัด (มหาชน)","AR",003,"กรุงเทพมหานคร","SCG"
"51412","บริษัท ท่าอากาศยานไทย จำกัด(มหาชน)","AR",004,"สมุทรปราการ","ทอท."
"51414","บริษัท ปูนซิเมนต์ไทยอุตสาหกรรม จำกัด","AR",003,"กรุงเทพมหานคร","SCG"
"51417","บริษัท ผลิตภัณฑ์และวัตถุก่อสร้าง จำกัด","AR",003,"กรุงเทพมหานคร","SCG"
"51415","บริษัท ไปรษณีย์ไทย จำกัด (มหาชน)","AR",004,"กรุงเทพมหานคร","ไปรษณีย์ไทย"
"51416","บริษัท ผลิตภัณฑ์ท่อสยาม จำกัด","AR",003,"นนทบุรี","บริษัท"
"51420","บริษัท สยามซีแพคบล๊อค จำกัด","AR",003,"นนทบุรี","SCG"
"51418","บริษัท ไม้อัดไทย จำกัด","AR",004,"กรุงเทพมหานคร","บริษัท"
"51419","บริษัท วิทยุการบินแห่งประเทศไทย จำกัด","AR",005,"กรุงเทพมหานคร","บริษัท"
"51425","บริษัท เอสซีไอ แพลนท์ เซอร์วิสเซส จำกัด","AR",003,"สระบุรี","SCG"
"51426","บริษัท ปูนซิเมนต์ไทย (ท่าหลวง) จำกัด โรงงานท่าหลวง","AR",003,"สระบุรี","SCG"
"51422","บริษัท สยามอุตสาหกรรมท่อ จำกัด","AR",003,"สระบุรี","บริษัท"
"51423","บริษัท เสริมสุข จำกัด (มหาชน)","AR",003,"ปทุมธานี","บริษัท"
"51424","บริษัท อสมท จำกัด (มหาชน)","AR",004,"กรุงเทพมหานคร","บริษัท"
"51203","บริษัท เอสซีจี เทรดดิ้ง เซอร์วิสเซส จำกัด","AR",003,"กรุงเทพมหานคร","SCG"
"50068","บริษัท สยาม มิตซุย พีทีเอ จำกัด(โรงงาน)","AR",003,"ระยอง","SCG"
"51427","บริษัท  กมลประกันภัย  จำกัด  (มหาชน)","AR",003,"นนทบุรี","ประกันภัย"
"51428","บริษัท  กรุงเทพประกันภัย  จำกัด  (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51429","บริษัท  กรุงไทยพานิชประกันภัย  จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51430","บริษัท  กลางคุ้มครองผู้ประสบภัยจากรถ  จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51431","บริษัท  เคเอสเค ประกันภัย (ประเทศไทย) จำกัด(มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51432","บริษัท  เจ้าพระยาประกันภัย  จำกัด  (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51433","บริษัท  ทิพยประกันภัย  จำกัด  (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51434","บริษัท  เทเวศประกันภัย  จำกัด  (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51435","บริษัท  ไทยประกันภัย  จำกัด  (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51436","บริษัท  ไทยพัฒนาประกันภัย จำกัด (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51437","บริษัท  ไทยพาณิชย์สามัคคีประกันภัย  จำกัด  (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51438","บริษัท  ไทยศรีประกันภัย  จำกัด (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51439","บริษัท  ไทยเศรษฐกิจประกันภัย  จำกัด  (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51440","บริษัท  ธนชาตประกันภัย  จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51441","บริษัท  ธนวัฒน์ประกันภัย  จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51442","บริษัท  นวกิจประกันภัย  จำกัด  (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51443","บริษัท  นำสินประกันภัย  จำกัด  (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51444","บริษัท  บีที ประกันภัย  จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51445","บริษัท  ประกันคุ้มภัย  จำกัด  (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51446","บริษัท  ประกันภัยไทยวิวัฒน์  จำกัด  (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51447","บริษัท  ฟีนิกซ์ประกันภัย  (ประกันภัย)  จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51448","บริษัท  มิตรแท้ประกันภัย  จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51449","บริษัท  เมืองไทยประกันภัย  จำกัด(มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51450","บริษัท  ลิเบอร์ตี้ประกันภัย  จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51451","บริษัท  วิริยะประกันภัย  จำกัด(มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51452","บริษัท  ส่งเสริมประกันภัย  จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51453","บริษัท  สยามซิตี้อินชัวรันส์  จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51454","บริษัท  สหมงคลประกันภัย  จำกัด(มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51455","บริษัท  สินมั่นคงประกันภัย  จำกัด  (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51456","บริษัท  อวีว่า  ประกันภัย  (ไทย)  จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51457","บริษัท  อาคเนย์ประกันภัย  จำกัด(มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51458","บริษัท  อินทรประกันภัย  จำกัด  (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51459","บริษัท  เอเชียประกันภัย  1950  จำกัด (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51460","บริษัท  เอ็มเอสไอจี  ประกันภัย  (ประเทศไทย)  จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51461","บริษัท  เอราวัณประกันภัย  จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51462","บริษัท  เอไอจี  ประกันวินาศภัย (ประเทศไทย)  จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51463","บริษัท  แอ็ดวานซ์  อินชัวรันส์  จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51464","บริษัท  แอลเอ็มจี  ประกันภัย  จำกัด (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51465","บริษัท  ไอเอจี  ประกันภัย  (ประเทศไทย)  จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51466","บริษัท  ไอโออิ  กรุงเทพประกันภัย  จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51467","บริษัท คอมไบด์อินชัวรันส์ (ประเทศไทย) จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51468","บริษัท คิวบีอี ประกันภัย (ประเทศไทย) จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51469","บริษัท จรัญประกันภัย จำกัด (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51470","บริษัท เจนเนอราลี่ ประกันภัย (ไทยแลนด์) จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51471","บริษัท ชับบ์ประกันภัย (ประเทศไทย) จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51472","บริษัท ไชน่าอินชัวรันส์ (ไทย) จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51473","บริษัท ซิกน่า ประกันภัย จำกัด (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51474","บริษัท ไทยประกันสุขภาพ จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51475","บริษัท ไทยรับประกันภัยต่อ จำกัด (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51476","บริษัท ธนสินประกันภัย จำกัด (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51477","บริษัท นิวอินเดียแอสชัวรันซ์ จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51478","บริษัท นิวแฮมพ์เชอร์ อินชัวรันส์ จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51479","บริษัท บางกอกสหประกันภัย จำกัด (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51480","บริษัท บูพา ประกันสุขภาพ (ประเทศไทย) จำกัด","AR",003,"กรุงเทพมหานคร","ประกันชีวิต"
"51481","บริษัท ประกันภัยศรีเมือง จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51482","บริษัท พระนครธนบุรีประกันภัย จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51483","บริษัท พุทธธรรรมประกันภัย จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51484","บริษัท ไพบูลย์ประกันภัย จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51485","บริษัท ฟอลคอนประกันภัย จำกัด (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51486","บริษัท มิตซุย สุมิโตโม อินชัวรันซ์ จำกัด สาขาประเทศไทย","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51487","บริษัท ศรีอยุธยาประกันภัย จำกัด (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51488","บริษัท สมโพธิ์ เจแปน ประกันภัย (ประเทศไทย) จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51489","บริษัท สหวัฒนาประกันภัย จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51490","บริษัท สัมพันธ์ประกันภัย จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51491","บริษัท สินทรัพย์ประกันภัย จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51492","บริษัท อเมริกันอินเตอร์แนชชั้นแนลแอสชัวรันซ์ จำกัด (ประกันวินาศภัย) สาขาประเทศไทย","AR",003,"เชียงใหม่","ประกันภัย"
"51493","บริษัท อลิอันซ์ ซี.พี. ประกันภัย จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51494","บริษัท เอซ ไอเอ็นเอ โอเวอร์ซีส์ อินชัวรันซ์ จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51495","บริษัท แอกซ่าประกันภัย จำกัด (มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51496","บริษัท โอสถสภาประกันภัย จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51497","บริษัท รัตนโกสินทร์ ประกันภัย จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51498","สำนักงานคณะกรรมการกำกับและส่งเสริมการประกอบธุรกิจประกันภัย(คปภ.)","AR",003,"กรุงเทพมหานคร","ประกันภัย,เปิดเงินเชื่อ IPD"
"51499","บริษัท พาณิชย์การประกันภัย จำกัด","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"51500","องค์การบริหารส่วนตำบลเกียร์","AR",001,"นราธิวาส","อบต."
"51501","องค์การบริหารส่วนตำบลคลองน้อย","AR",001,"นครศรีธรรมราช","อบต."
"51502","องค์การบริหารส่วนตำบลโคกเพชรพัฒนา","AR",001,"ชัยภูมิ","อบต."
"51503","องค์การบริหารส่วนตำบลละมอ","AR",001,"ตรัง","อบต."
"51504","องค์การบริหารส่วนตำบลลาดสวาย","AR",001,"ปทุมธานี","อบต."
"51505","องค์การบริหารส่วนตำบลวังหลุม","AR",001,"พิจิตร","อบต."
"51506","องค์การบริหารส่วนตำบลสวนพริก","AR",001,"พระนครศรีอยุธยา","อบต."
"51507","องค์การบริหารส่วนตำบลหนองพิกุล","AR",001,"นครสวรรค์","อบต."
"51508","องค์การบริหารส่วนตำบลหนองโพรง","AR",001,"ปราจีนบุรี","อบต."
"51509","องค์การบริหารส่วนตำบลหนองละลอก","AR",001,"ระยอง","อบต."
"51510","องค์การบริหารส่วนตำบลหว้าทอง","AR",001,"ขอนแก่น","อบต."
"51511","องค์การบริหารส่วนตำบลสวนพริกไทย","AR",001,"ปทุมธานี","อบต."
"51512","องค์การบริหารส่วนตำบลเกาะเรียน","AR",001,"พระนครศรีอยุธยา","อบต."
"51513","องค์การบริหารส่วนตำบลคูซอด","AR",001,"ศรีสะเกษ","อบต."
"51514","องค์การบริหารส่วนตำบลน้ำเกี๋ยน","AR",001,"น่าน","อบต."
"51515","องค์การบริหารส่วนตำบลบางเลน","AR",001,"นครปฐม","อบต."
"51516","สำนักงานเทศบาลตำบลหมื่นศรี","AR",001,"สุรินทร์","เทศบาล"
"51517","องค์การบริหารส่วนตำบลห้วยบง","AR",001,"นครราชสีมา","อบต."
"51518","องค์การบริหารส่วนตำบลโพรงอากาศ","AR",001,"ฉะเชิงเทรา","อบต."
"51519","องค์การบริหารส่วนตำบลสาวแห","AR",001,"ร้อยเอ็ด","อบต."
"51520","องค์การบริหารส่วนตำบลไล่โว่","AR",001,"กาญจนบุรี","อบต."
"51233","องค์การบริหารส่วนตำบลห้วยยั้ง","AR",001,"กำแพงเพชร","อบต."
"51234","องค์การบริหารส่วนตำบลอาษา","AR",001,"นครนายก","อบต."
"51149","องค์การบริหารส่วนตำบลโคกภู","AR",001,"สกลนคร","อบต."
"51150","องค์การบริหารส่วนตำบลกุดพิมาน","AR",001,"นครราชสีมา","อบต."
"51151","องค์การบริหารส่วนจังหวัดชุมพร","AR",001,"ชุมพร","อบจ."
"51152","องค์การบริหารส่วนจังหวัดนครปฐม","AR",001,"นครปฐม","อบจ."
"51153","องค์การบริหารส่วนจังหวัดนครสวรรค์","AR",001,"นครสวรรค์","อบจ."
"51154","องค์การบริหารส่วนจังหวัดพัทลุง","AR",001,"พัทลุง","อบจ."
"51155","องค์การบริหารส่วนจังหวัดเพชรบูรณ์","AR",001,"เพชรบูรณ์","อบจ."
"51156","สำนักงานเทศบาลตำบลเขาหินซ้อน","AR",001,"ฉะเชิงเทรา","เทศบาล"
"51157","สำนักงานเทศบาลตำบลพนมไพร","AR",001,"ร้อยเอ็ด","เทศบาล"
"51158","สำนักงานเทศบาลตำบลแกลงกระเฉด","AR",001,"ระยอง","เทศบาล"
"51159","สำนักงานเทศบาลตำบลเขาฉกรรจ์","AR",001,"สระแก้ว","เทศบาล"
"51160","สำนักงานเทศบาลตำบลเขาสมิง","AR",001,"ตราด","เทศบาล"
"51161","สำนักงานเทศบาลตำบลเจ้าพระยาสุรศักดิ์","AR",001,"ชลบุรี","เทศบาล"
"51162","สำนักงานเทศบาลตำบลบ้านแพง","AR",001,"นครพนม","เทศบาล"
"51163","สำนักงานเทศบาลตำบลแปลงยาว","AR",001,"ฉะเชิงเทรา","เทศบาล"
"51164","สำนักงานเทศบาลตำบลศรีวิไล","AR",001,"หนองคาย","เทศบาล"
"51165","สำนักงานเทศบาลตำบลหนองหมู","AR",001,"สระบุรี","เทศบาล"
"51166","สำนักงานเทศบาลตำบลบ่อตรุ","AR",001,"สงขลา","เทศบาล"
"51167","สำนักงานเทศบาลตำบลหนองรี","AR",001,"กาญจนบุรี","เทศบาล"
"51168","สำนักงานเทศบาลตำบลสอง","AR",001,"แพร่","เทศบาล"
"51169","สำนักงานเทศบาลตำบลพิบูลมังสาหาร","AR",001,"อุบลราชธานี","เทศบาล"
"51170","สำนักงานเทศบาลตำบลหนองพยอม","AR",001,"พิจิตร","เทศบาล"
"51171","สำนักงานเทศบาลตำบลขุนพัดเพ็ง","AR",001,"สุพรรณบุรี","เทศบาล"
"51172","สำนักงานเทศบาลเมืองเสนา","AR",001,"พระนครศรีอยุธยา","เทศบาล"
"51173","สำนักงานเทศบาลเมืองหนองคาย","AR",001,"หนองคาย","เทศบาล"
"51174","สำนักงานคณะกรรมการการเลือกตั้ง","AR",001,"กรุงเทพมหานคร","กกต."
"51175","การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย","AR",004,"กรุงเทพมหานคร","รฟม."
"51176","ศูนย์แพทย์ชุมชนตลาดแค",,,"นครราชสีมา","ศูนย์แพทย์"
10780,"โรงพยาบาลมหาราช พระนครศรีอยุธยา",,,"พระนครศรีอยุธยา","รพ.รัฐบาล"
11087,"โรงพยาบาลสมเด็จ",,,"กาฬสินธุ์","รพ.รัฐบาล"
11249,"โรงพยาบาลศรีนคร",,,"สุโขทัย","รพ.รัฐบาล"
11316,"โรงพยาบาลทับสะแก",,,"ประจวบคีรีขันธ์","รพ.รัฐบาล"
11608,"โรงพยาบาลลำทะเมนชัย",,,"นครราชสีมา","รพ.รัฐบาล"
11621,"โรงพยาบาลบางไผ่ ภาษีเจริญ",,,"กรุงเทพมหานคร","รพ.เอกชน"
15049,"โรงพยาบาลสิรินธร  สำนักการแพทย์  กรุงเทพมหานคร",,,"กรุงเทพมหานคร","รพ.รัฐบาล"
21324,"คลินิกชุมชนอบอุ่นมหาชัย จังหวัดนครราชสีมา",,,"นครราชสีมา","คลินิกชุมชน ตจว."
23836,"สามัคคีคลินิกเวชกรรม",,,"นนทบุรี","คลินิกเวชกรรม"
23840,"เมืองมีนบุรีคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก กทม."
23841,"คลินิกเวชกรรมซอยนวลจันทร์",,,"กรุงเทพมหานคร","คลินิก กทม."
23850,"คลินิกเวชกรรมถนนนวมินทร์",,,"กรุงเทพมหานคร","คลินิก กทม."
23851,"อินทัชเมอดิแคร์คลินิกเวชกรรม สาขาดินแดง ",,,"กรุงเทพมหานคร","คลินิก กทม."
23877,"คลินิกเวชกรรมสายสัมพันธ์",,,"กรุงเทพมหานคร","คลินิก กทม."
"51177","มิตรไมตรีคลินิกเวชกรรม(งามวงษ์วาน) ",,,"นนทบุรี","คลินิกเวชกรรม"
"51178","องค์การบริหารส่วนตำบลเทพราช","AR",001,"ฉะเชิงเทรา","อบต."
"51179","สำนักงานเทศบาลเมืองพะเยา","AR",001,"พะเยา","เทศบาล"
"51180","กรมวิทยาศาสตร์การแพทย์","AR",001,"นนทบุรี","กรมวิทย์"
"51181","สำนักงานสำรวจสุขภาพประชาชนไทย","AR",001,"นนทบุรี","สำนักงาน"
"51182","มูลนิธิรามาธิบดี",,,"กรุงเทพมหานคร","มูลนิธิ"
"51183","องค์การบริหาร่สวนตำบลบางแม่นาง","AR",001,"นนทบุรี","อบต."
"51184","องค์การบริหารส่วนตำบลพุคำจาน","AR",001,"สระบุรี","อบต."
"51185","องค์การบริหารส่วนตำบลวังแขม","AR",001,"กำแพงเพชร","อบต."
"51186","องค์การบริหารส่วนตำบลทับใต้","AR",001,"ประจวบคีรีขันธ์","อบต."
"51187","องค์การบริหารส่วนตำบลศิลาดาน","AR",001,"ชัยนาท","อบต."
"51188","องค์การบริหารส่วนตำบลหนองแวง","AR",001,"สกลนคร","อบต."
"51189","สำนักงานเทศบาลตำบลลาดยาว","AR",001,"นครสวรรค์","เทศบาล"
"51190","องค์การบริหารส่วนตำบลปากน้ำปราณ","AR",001,"ประจวบคีรีขันธ์","อบต."
"51191","องค์การบริหารส่วนตำบลนิยมยาตรา","AR",001,"สมุทรปราการ","อบต."
"52060","องค์การบริหารส่วนตำบลนาดี","AR",001,"สุรินทร์","อบต."
"51193","องค์การบริหารส่วนตำบลทุ่งควายกิน","AR",001,"ระยอง","อบต."
"51194","ที่ทำการปกครองจังหวัดตราด","AR",001,"ตราด","ที่ทำการปกครอง"
"51195","องค์การบริหารส่วนตำบลตลาด","AR",001,"นครราชสีมา","อบต."
"51196","องค์การบริหารส่วนตำบลป่าไร่","AR",001,"สระแก้ว","อบต."
"51197","องค์การบริหารส่วนตำบลวังกระแจะ","AR",001,"กาญจนบุรี","อบต."
"51198","องค์การบริหารส่วนตำบลเมืองปราสาท","AR",001,"นครราชสีมา","อบต."
"51199","องค์การบริหารส่วนตำบลสำพันตา","AR",001,"ปราจีนบุรี","อบต."
"51200","องค์การบริหารส่วนตำบลบึงคำพร้อย","AR",001,"ปทุมธานี","อบต."
"51201","องค์การบริหารส่วนจังหวัดเพชรบุรี","AR",001,"เพชรบุรี","อบจ."
"51202","องค์การบริหารส่วนจังหวัดสกลนคร","AR",001,"สกลนคร","อบจ."
"51664","บริษัท เอสซีจี ซิเมนต์ จำกัด","AR",003,"กรุงเทพมหานคร","SCG"
"51204","สำนักงานเทศบาลตำบลคลองหลวง","AR",001,"ปทุมธานี","เทศบาล"
"51205","การไฟฟ้าส่วนภูมิภาคเขต 3 ภาคตะวันออกเฉียงเหนือ","AR",004,"นครราชสีมา","กฟภ."
"51227","องค์การบริหารส่วนตำบลทะเลบก","AR",001,"สุพรรณบุรี","อบต."
23892,"คลินิกเวชกรรมใกล้บ้าน",,,"กรุงเทพมหานคร","คลินิก กทม."
23905,"นาหลวงคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก กทม."
23849,"พระรามสาม 65 คลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก กทม."
23853,"เพชรคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก กทม."
21540,"สหคลินิกกล้วยน้ำไท สาขาวงเวียน 22",,,"กรุงเทพมหานคร","คลินิก กทม."
14696,"ศูนย์แพทย์ชุมชนเมือง 12",,,"นครราชสีมา","ศูนย์แพทย์"
15060,"ศูนย์บริการสาธารณสุขคลินิกเวชปฏิบัติครอบครัว",,,"นครราชสีมา","ศูนย์ ตจว."
11142,"โรงพยาบาลลี้",,,"ลำพูน","รพ.รัฐบาล"
"51206","สำนักงานประกันสังคม",,,"นนทบุรี","สปส."
51620,"องค์การบริหารส่วนจังหวัดพะเยา","AR",001,"พะเยา","อบจ."
51621,"องค์การบริหารส่วนจังหวัดเชียงราย","AR",001,"เชียงราย","อบจ."
51622,"องค์การบริหารส่วนจังหวัดเชียงใหม่","AR",001,"เชียงใหม่","อบจ."
"51207","องค์การบริหารส่วนตำบลหัวหวาย","AR",001,"นครสวรรค์","อบต."
51623,"องค์การบริหารส่วนจังหวัดน่าน","AR",001,"น่าน","อบจ."
"51208","สำนักงานเทศบาลตำบลสว่างแดนดิน","AR",001,"สกลนคร","เทศบาล"
"51209","องค์การบริหารส่วนตำบลบางใหญ่","AR",001,"นนทบุรี","อบต."
"51210","องค์การบริหารส่วนตำบลท่าทราย","AR",001,"นครนายก","อบต."
"51211","สำนักงานเทศบาลตำบลกังแอน","AR",001,"สุรินทร์","เทศบาล"
"51212","องค์การบริหารส่วนตำบลหนองสรวง","AR",001,"อุทัยธานี","อบต."
"51213","องค์การบริหารส่วนตำบลหนองน้ำใส","AR",001,"พระนครศรีอยุธยา","อบต."
"51214","องค์การบริหารส่วนตำบลแตล","AR",001,"สุรินทร์","อบต."
"51215","องค์การบริหารส่วนตำบลหนองขนาก","AR",001,"พระนครศรีอยุธยา","อบต."
"51216","องค์การบริหารส่วนตำบลเขากะลา","AR",001,"นครสวรรค์","อบต."
"51217","สำนักงานเทศบาลเมืองท่าเรือพระแท่น","AR",001,"กาญจนบุรี","เทศบาล"
"51218","สำนักงานเทศบาลตำบลเทพราช","AR",001,"ฉะเชิงเทรา","เทศบาล"
"51219","องค์การบริหารส่วนตำบลบึงคอไห","AR",001,"ปทุมธานี","อบต."
"51220","สำนักงานเทศบาลตำบลสำรอง","AR",001,"กาญจนบุรี","เทศบาล"
"51221","องค์การบริหารส่วนตำบลบางชัน","AR",001,"จันทบุรี","อบต."
"51222","องค์การบริหารส่วนตำบลบ่อทอง","AR",001,"ปราจีนบุรี","อบต."
