"Payer","Name","Coverage","Type","Province","ShortName","Project","GroupID","Customer"
"50575","สำนักงานเทศบาลตำบลคลองขลุง","PUB",1,"กำแพงเพชร","เทศบาล",,,
"50576","สำนักงานเทศบาลตำบลคอนสวรรค์","PUB",1,"ชัยภูมิ","เทศบาล",,,
"50577","สำนักงานเทศบาลตำบลคอนสาร","PUB",1,"ชัยภูมิ","เทศบาล",,,
"50578","สำนักงานเทศบาลตำบลคำชะอี","PUB",1,"มุกดาหาร","เทศบาล",,,
"50579","สำนักงานเทศบาลตำบลโคกตูม","PUB",1,"ลพบุรี","เทศบาล",,,
"50580","สำนักงานเทศบาลตำบลโคกสำโรง","PUB",1,"ลพบุรี","เทศบาล",,,
"50581","สำนักงานเทศบาลตำบลงิม","PUB",1,"พะเยา","เทศบาล",,,
"50582","สำนักงานเทศบาลตำบลจรเข้ร้อง","PUB",1,"อ่างทอง","เทศบาล",,,
"50583","สำนักงานเทศบาลตำบลจันทนิมิต","PUB",1,"จันทบุรี","เทศบาล",,,
"50584","สำนักงานเทศบาลตำบลเจ้าเจ็ด","PUB",1,"พระนครศรีอยุธยา","เทศบาล",,,
"50585","สำนักงานเทศบาลตำบลชนแดน","PUB",1,"เพชรบูรณ์","เทศบาล",,,
"50586","สำนักงานเทศบาลตำบลช่องแค","PUB",1,"นครสวรรค์","เทศบาล",,,
"50587","สำนักงานเทศบาลตำบลหนองกี่","PUB",1,"บุรีรัมย์","เทศบาล",,,
"50588","สำนักงานเทศบาลตำบลชุมแสง","PUB",1,"ระยอง","เทศบาล",,,
"50589","สำนักงานเทศบาลตำบลดงขุย","PUB",1,"เพชรบูรณ์","เทศบาล",,,
"50590","สำนักงานเทศบาลตำบลดอนเจดีย์","PUB",1,"สุพรรณบุรี","เทศบาล",,,
"50591","สำนักงานเทศบาลตำบลเด่นชัย","PUB",1,"แพร่","เทศบาล",,,
"50592","สำนักงานเทศบาลตำบลตลาดแค","PUB",1,"นครราชสีมา","เทศบาล",,,
"50593","สำนักงานเทศบาลตำบลตะลุบัน","PUB",1,"ปัตตานี","เทศบาล",,,
"50594","สำนักงานเทศบาลตำบลตันหยงมัส","PUB",1,"นราธิวาส","เทศบาล",,,
"50595","สำนักงานเทศบาลตำบลตาพระยา","PUB",1,"สระแก้ว","เทศบาล",,,
"50596","สำนักงานเทศบาลตำบลถอนสมอ","PUB",1,"สิงห์บุรี","เทศบาล",,,
"50597","สำนักงานเทศบาลตำบลทับกฤช","PUB",1,"นครสวรรค์","เทศบาล",,,
"50598","สำนักงานเทศบาลตำบลทับคล้อ","PUB",1,"พิจิตร","เทศบาล",,,
"50599","สำนักงานเทศบาลตำบลทับสะแก","PUB",1,"ประจวบคีรีขันธ์","เทศบาล",,,
"50600","สำนักงานเทศบาลตำบลท่าเกษม","PUB",1,"สระแก้ว","เทศบาล",,,
"50601","สำนักงานเทศบาลตำบลท่าข้าม","PUB",1,"ฉะเชิงเทรา","เทศบาล",,,
"50602","สำนักงานเทศบาลตำบลท่าแซะ","PUB",1,"ชุมพร","เทศบาล",,,
"50603","สำนักงานเทศบาลตำบลท่าผา","PUB",1,"ราชบุรี","เทศบาล",,,
"50604","สำนักงานเทศบาลตำบลท่าม่วง","PUB",1,"กาญจนบุรี","เทศบาล",,,
"50605","สำนักงานเทศบาลตำบลท่ามะกา","PUB",1,"กาญจนบุรี","เทศบาล",,,
"50606","สำนักงานเทศบาลตำบลท่าเรือพระแท่น","PUB",1,"พระนครศรีอยุธยา","เทศบาล",,,
"50607","สำนักงานเทศบาลตำบลท่าสะอ้าน","PUB",1,"ฉะเชิงเทรา","เทศบาล",,,
"50608","สำนักงานเทศบาลตำบลท่าเสด็จ","PUB",1,"สุพรรณบุรี","เทศบาล",,,
"50609","สำนักงานเทศบาลตำบลท่าหลวง","PUB",1,"พระนครศรีอยุธยา","เทศบาล",,,
"50610","สำนักงานเทศบาลตำบลท่าใหม่","PUB",1,"จันทบุรี","เทศบาล",,,
"50611","สำนักงานเทศบาลตำบลเทพนคร","PUB",1,"กำแพงเพชร","เทศบาล",,,
"50612","สำนักงานเทศบาลตำบลไทรน้อย","PUB",1,"นนทบุรี","เทศบาล",,,
"50613","สำนักงานเทศบาลตำบลไทรม้า","PUB",1,"นนทบุรี","เทศบาล",,,
"50614","สำนักงานเทศบาลตำบลไทรโยค","PUB",1,"กาญจนบุรี","เทศบาล",,,
"50615","สำนักงานเทศบาลตำบลธัญบุรี","PUB",1,"ปทุมธานี","เทศบาล",,,
"50616","สำนักงานเทศบาลตำบลนครเนื่องเขต","PUB",1,"ฉะเชิงเทรา","เทศบาล",,,
"50617","สำนักงานเทศบาลตำบลนางบวช","PUB",1,"สุพรรณบุรี","เทศบาล",,,
"50618","สำนักงานเทศบาลตำบลนายายอาม","PUB",1,"จันทบุรี","เทศบาล",,,
"50619","สำนักงานเทศบาลตำบลน้ำพอง","PUB",1,"ขอนแก่น","เทศบาล",,,
"50620","สำนักงานเทศบาลตำบลเนินสันติ","PUB",1,"ชุมพร","เทศบาล",,,
"50621","สำนักงานเทศบาลตำบลโนนหัน","PUB",1,"ขอนแก่น","เทศบาล",,,
"50622","สำนักงานเทศบาลตำบลบรบือ","PUB",1,"มหาสารคาม","เทศบาล",,,
"50623","สำนักงานเทศบาลตำบลบรรพตพิสัย","PUB",1,"นครสวรรค์","เทศบาล",,,
"50624","สำนักงานเทศบาลตำบลบ่อทอง","PUB",1,"ชลบุรี","เทศบาล",,,
"50625","สำนักงานเทศบาลตำบลบ่อแฮ้ว","PUB",1,"ลำปาง","เทศบาล",,,
"50626","สำนักงานเทศบาลตำบลบัวใหญ่","PUB",1,"นครราชสีมา","เทศบาล",,,
"50627","สำนักงานเทศบาลเมืองบางกรวย","PUB",1,"นนทบุรี","เทศบาล",,,
"50628","สำนักงานเทศบาลตำบลบางคล้า","PUB",1,"ฉะเชิงเทรา","เทศบาล",,,
"50629","สำนักงานเทศบาลตำบลบางจัก","PUB",1,"อ่างทอง","เทศบาล",,,
"50630","สำนักงานเทศบาลตำบลบางจาก","PUB",1,"นครศรีธรรมราช","เทศบาล",,,
"50631","สำนักงานเทศบาลตำบลบางไทร","PUB",1,"พระนครศรีอยุธยา","เทศบาล",,,
"50632","สำนักงานเทศบาลตำบลบางนกแขวก","PUB",1,"สมุทรสงคราม","เทศบาล",,,
"50633","สำนักงานเทศบาลตำบลบางบ่อ","PUB",1,"สมุทรปราการ","เทศบาล",,,
"50634","สำนักงานเทศบาลตำบลบางบาล","PUB",1,"พระนครศรีอยุธยา","เทศบาล",,,
"50635","สำนักงานเทศบาลตำบลบางปู","PUB",1,"สมุทรปราการ","เทศบาล",,,
"50636","สำนักงานเทศบาลตำบลบางพระ","PUB",1,"ชลบุรี","เทศบาล",,,
"50637","สำนักงานเทศบาลตำบลบางเมือง","PUB",1,"สมุทรปราการ","เทศบาล",,,
"50638","สำนักงานเทศบาลตำบลบางเลน","PUB",1,"นครปฐม","เทศบาล",,,
"50639","สำนักงานเทศบาลตำบลบางวัว","PUB",1,"ฉะเชิงเทรา","เทศบาล",,,
"50640","สำนักงานเทศบาลตำบลบางวัวคณารักษ์","PUB",1,"ฉะเชิงเทรา","เทศบาล",,,
"50641","สำนักงานเทศบาลตำบลบางเสร่","PUB",1,"ชลบุรี","เทศบาล",,,
"50642","สำนักงานเทศบาลตำบลบางเสาธง","PUB",1,"สมุทรปราการ","เทศบาล",,,
"50643","สำนักงานเทศบาลตำบลบางใหญ่","PUB",1,"นนทบุรี","เทศบาล",,,
"50644","สำนักงานเทศบาลตำบลบ้านค่าย","PUB",1,"ระยอง","เทศบาล",,,
"50645","สำนักงานเทศบาลตำบลบ้านฆ้อง","PUB",1,"ราชบุรี","เทศบาล",,,
"50646","สำนักงานเทศบาลเมืองบ้านฉาง","PUB",1,"ระยอง","เทศบาล",,,
"50647","สำนักงานเทศบาลตำบลบ้านด่านนาขาม","PUB",1,"อุตรดิตถ์","เทศบาล",,,
"50648","สำนักงานเทศบาลตำบลบ้านท่าหลวง","PUB",1,"ลพบุรี","เทศบาล",,,
"50649","สำนักงานเทศบาลตำบลบ้านนาปรือ","PUB",1,"ปราจีนบุรี","เทศบาล",,,
"50650","สำนักงานเทศบาลตำบลบ้านเพชร","PUB",1,"ชัยภูมิ","เทศบาล",,,
"50651","สำนักงานเทศบาลตำบลบ้านแพรก","PUB",1,"พระนครศรีอยุธยา","เทศบาล",,,
"50652","สำนักงานเทศบาลตำบลบ้านยาง","PUB",1,"สระบุรี","เทศบาล",,,
"50653","สำนักงานเทศบาลตำบลบ้านเลน","PUB",1,"พระนครศรีอยุธยา","เทศบาล",,,
"50654","สำนักงานเทศบาลตำบลบ้านเลือก","PUB",1,"ราชบุรี","เทศบาล",,,
"50655","สำนักงานเทศบาลตำบลบ้านสร้าง","PUB",1,"พระนครศรีอยุธยา","เทศบาล",,,
"50656","สำนักงานเทศบาลเมืองบ้านสวน","PUB",1,"ชลบุรี","เทศบาล",,,
"50657","สำนักงานเทศบาลตำบลบ้านหม้อ","PUB",1,"สระบุรี","เทศบาล",,,
"50658","สำนักงานเทศบาลตำบลปราสาททอง","PUB",1,"พระนครศรีอยุธยา","เทศบาล",,,
"50659","สำนักงานเทศบาลตำบลปลายบาง","PUB",1,"นนทบุรี","เทศบาล",,,
"50660","สำนักงานเทศบาลตำบลปากช่อง","PUB",1,"นครราชสีมา","เทศบาล",,,
"50661","สำนักงานเทศบาลตำบลปากน้ำ","PUB",1,"ระนอง","เทศบาล",,,
"50662","สำนักงานเทศบาลตำบลปากน้ำชุมพร","PUB",1,"ชุมพร","เทศบาล",,,
"50663","สำนักงานเทศบาลตำบลปากน้ำแหลมสิงห์","PUB",1,"จันทบุรี","เทศบาล",,,
"50664","สำนักงานเทศบาลตำบลปากแพรก","PUB",1,"นครศรีธรรมราช","เทศบาล",,,
"50665","สำนักงานเทศบาลตำบลป่าโมก","PUB",1,"อ่างทอง","เทศบาล",,,
"50666","สำนักงานเทศบาลตำบลพนมทวน","PUB",1,"กาญจนบุรี","เทศบาล",,,
"50667","สำนักงานเทศบาลตำบลพนมรุ้ง","PUB",1,"บุรีรัมย์","เทศบาล",,,
"50668","สำนักงานเทศบาลตำบลพยัคฆภูมิพิสัย","PUB",1,"มหาสารคาม","เทศบาล",,,
"50669","สำนักงานเทศบาลตำบลพยุหะ","PUB",1,"นครสวรรค์","เทศบาล",,,
"50670","สำนักงานเทศบาลตำบลพระสมุทรเจดีย์","PUB",1,"สมุทรปราการ","เทศบาล",,,
"50671","สำนักงานเทศบาลตำบลพระอินทราชา","PUB",1,"พระนครศรีอยุธยา","เทศบาล",,,
"50672","สำนักงานเทศบาลตำบลพัฒนานิคม","PUB",1,"ลพบุรี","เทศบาล",,,
"50673","สำนักงานเทศบาลตำบลแพรกศรีราชา","PUB",1,"ชัยนาท","เทศบาล",,,
"50674","สำนักงานเทศบาลตำบลแพรกษา","PUB",1,"สมุทรปราการ","เทศบาล",,,
"50675","สำนักงานเทศบาลตำบลโพทะเล","PUB",1,"พิจิตร","เทศบาล",,,
"50676","สำนักงานเทศบาลตำบลโพธิ์ทอง","PUB",1,"อ่างทอง","เทศบาล",,,
"50677","สำนักงานเทศบาลตำบลโพธิ์พระยา","PUB",1,"สุพรรณบุรี","เทศบาล",,,
"50678","สำนักงานเทศบาลตำบลไพศาลี","PUB",1,"นครสวรรค์","เทศบาล",,,
"50679","สำนักงานเทศบาลตำบลมท่าลาน","PUB",1,"สระบุรี","เทศบาล",,,
"50680","สำนักงานเทศบาลตำบลมาบข่า","PUB",1,"ระยอง","เทศบาล",,,
"50681","สำนักงานเทศบาลเมืองมาบตาพุด","PUB",1,"ระยอง","เทศบาล",,,
"50682","สำนักงานเทศบาลตำบลเมืองแกลง","PUB",1,"ระยอง","เทศบาล",,,
"50683","สำนักงานเทศบาลตำบลเมืองเดช","PUB",1,"อุบลราชธานี","เทศบาล",,,
"50684","สำนักงานเทศบาลตำบลแม่เมาะ","PUB",1,"ลำปาง","เทศบาล",,,
"50685","สำนักงานเทศบาลตำบลระแงง","PUB",1,"สุรินทร์","เทศบาล",,,
"50686","สำนักงานเทศบาลตำบลระแหง","PUB",1,"ปทุมธานี","เทศบาล",,,
"50687","สำนักงานเทศบาลตำบลรางกระทุ่ม","PUB",1,"นครปฐม","เทศบาล",,,
"50688","สำนักงานเทศบาลตำบลรำมะสัก","PUB",1,"อ่างทอง","เทศบาล",,,
"50689","สำนักงานเทศบาลตำบลไร่ใหม่","PUB",1,"ประจวบคีรีขันธ์","เทศบาล",,,
"50690","สำนักงานเทศบาลตำบลลาดชะโด","PUB",1,"พระนครศรีอยุธยา","เทศบาล",,,
"50691","สำนักงานเทศบาลตำบลลำไทร","PUB",1,"ปทุมธานี","เทศบาล",,,
"50692","สำนักงานเทศบาลตำบลลำนารายณ์","PUB",1,"ลพบุรี","เทศบาล",,,
"50693","สำนักงานเทศบาลตำบลลูกแก","PUB",1,"กาญจนบุรี","เทศบาล",,,
"50694","สำนักงานเทศบาลตำบลวงฆ้อง","PUB",1,"พิษณุโลก","เทศบาล",,,
"50695","สำนักงานเทศบาลตำบลวังกรด","PUB",1,"พิจิตร","เทศบาล",,,
"50696","สำนักงานเทศบาลตำบลวังกะ","PUB",1,"กาญจนบุรี","เทศบาล",,,
"50697","สำนักงานเทศบาลตำบลวังไผ่","PUB",1,"ชุมพร","เทศบาล",,,
"50698","สำนักงานเทศบาลตำบลวัดสิงห์","PUB",1,"ชัยนาท","เทศบาล",,,
"50699","สำนักงานเทศบาลตำบลวานรนิวาส","PUB",1,"สกลนคร","เทศบาล",,,
"50700","สำนักงานเทศบาลตำบลศรีดอนไผ่","PUB",1,"ราชบุรี","เทศบาล",,,
"50701","สำนักงานเทศบาลตำบลศรีมหาโพธิ","PUB",1,"ปราจีนบุรี","เทศบาล",,,
"50702","สำนักงานเทศบาลตำบลศรีสัชนาลัย","PUB",1,"สุโขทัย","เทศบาล",,,
"50703","สำนักงานเทศบาลตำบลศาลายา","PUB",1,"นครปฐม","เทศบาล",,,
"50704","สำนักงานเทศบาลตำบลสทิงพระ","PUB",1,"สงขลา","เทศบาล",,,
"50705","สำนักงานเทศบาลตำบลสบบง","PUB",1,"พะเยา","เทศบาล",,,
"50706","สำนักงานเทศบาลตำบลสระยายโสม","PUB",1,"สุพรรณบุรี","เทศบาล",,,
"50707","สำนักงานเทศบาลตำบลสวนแตง","PUB",1,"สุพรรณบุรี","เทศบาล",,,
"50708","สำนักงานเทศบาลตำบลสว่างวัฒนา","PUB",1,"เพชรบูรณ์","เทศบาล",,,
"50709","สำนักงานเทศบาลตำบลส่องดาว","PUB",1,"สกลนคร","เทศบาล",,,
"50710","สำนักงานเทศบาลตำบลสองพี่น้อง","PUB",1,"แพร่","เทศบาล",,,
"50711","สำนักงานเทศบาลตำบลสังขะ","PUB",1,"สุรินทร์","เทศบาล",,,
"50712","สำนักงานเทศบาลตำบลสามง่ามท่าโบสถ์","PUB",1,"พิจิตร","เทศบาล",,,
"50713","สำนักงานเทศบาลตำบลสำโรงใต้","PUB",1,"สมุทรปราการ","เทศบาล",,,
"50714","สำนักงานเทศบาลตำบลสำโรงทาบ","PUB",1,"สุรินทร์","เทศบาล",,,
"50715","สำนักงานเทศบาลตำบลสำโรงเหนือ","PUB",1,"สมุทรปราการ","เทศบาล",,,
"50716","สำนักงานเทศบาลตำบลสิชล","PUB",1,"นครศรีธรรมราช","เทศบาล",,,
"50717","สำนักงานเทศบาลตำบลสุนทรภู่","PUB",1,"ระยอง","เทศบาล",,,
"50718","สำนักงานเทศบาลตำบลแสนสุข","PUB",1,"ชลบุรี","เทศบาล",,,
"50719","สำนักงานเทศบาลตำบลแสวงหา","PUB",1,"อ่างทอง","เทศบาล",,,
"50720","สำนักงานเทศบาลตำบลหนองกราด","PUB",1,"นครราชสีมา","เทศบาล",,,
"50721","สำนักงานเทศบาลตำบลหนองแค","PUB",1,"สระบุรี","เทศบาล",,,
"50722","สำนักงานเทศบาลตำบลหนองบัว","PUB",1,"นครสวรรค์","เทศบาล",,,
"50723","สำนักงานเทศบาลตำบลหนองเบน","PUB",1,"นครสวรรค์","เทศบาล",,,
"50724","สำนักงานเทศบาลตำบลหล่มเก่า","PUB",1,"เพชรบูรณ์","เทศบาล",,,
"50725","สำนักงานเทศบาลตำบลหลักหก","PUB",1,"ปทุมธานี","เทศบาล",,,
"50726","สำนักงานเทศบาลตำบลห้วยคันแหลน","PUB",1,"อ่างทอง","เทศบาล",,,
"50727","สำนักงานเทศบาลตำบลห้วยยอด","PUB",1,"ตรัง","เทศบาล",,,
"50728","สำนักงานเทศบาลตำบลหัวหิน","PUB",1,"ประจวบคีรีขันธ์","เทศบาล",,,
"50729","สำนักงานเทศบาลตำบลหินกอง","PUB",1,"สระบุรี","เทศบาล",,,
"50730","สำนักงานเทศบาลนครแหลมฉบัง","PUB",1,"ชลบุรี","เทศบาล",,,
"50731","สำนักงานเทศบาลตำบลแหลมฟ้าผ่า","PUB",1,"สมุทรปราการ","เทศบาล",,,
"50732","สำนักงานเทศบาลตำบลแหลมสัก","PUB",1,"กระบี่","เทศบาล",,,
"50733","สำนักงานเทศบาลตำบลอรัญญิก","PUB",1,"พระนครศรีอยุธยา","เทศบาล",,,
"50734","สำนักงานเทศบาลตำบลอรัญประเทศ","PUB",1,"สระแก้ว","เทศบาล",,,
"50735","สำนักงานเทศบาลตำบลอ้อมใหญ่","PUB",1,"นครปฐม","เทศบาล",,,
"50736","สำนักงานเทศบาลตำบลอัมพวา","PUB",1,"สมุทรสงคราม","เทศบาล",,,
"50737","สำนักงานเทศบาลเมืองอ่างศิลา","PUB",1,"ชลบุรี","เทศบาล",,,
"50738","สำนักงานเทศบาลตำบลอำนาจ","PUB",1,"อำนาจเจริญ","เทศบาล",,,
"50739","สำนักงานเทศบาลตำบลอินทร์บุรี","PUB",1,"สิงห์บุรี","เทศบาล",,,
"50740","สำนักงานเทศบาลตำบลอุทัย","PUB",1,"พระนครศรีอยุธยา","เทศบาล",,,
"50741","สำนักงานเทศบาลตำบลอู่ทอง","PUB",1,"สุพรรณบุรี","เทศบาล",,,
"50742","สำนักงานเทศบาลนครขอนแก่น","PUB",1,"ขอนแก่น","เทศบาล",,,
"50743","สำนักงานเทศบาลนครเชียงราย","PUB",1,"เชียงราย","เทศบาล",,,
"50744","สำนักงานเทศบาลนครเชียงใหม่","PUB",1,"เชียงใหม่","เทศบาล",,,
"50745","สำนักงานเทศบาลนครตรัง","PUB",1,"ตรัง","เทศบาล",,,
"50746","สำนักงานเทศบาลนครนครปฐม","PUB",1,"นครปฐม","เทศบาล",,,
"50747","สำนักงานเทศบาลนครนครราชสีมา","PUB",1,"นครราชสีมา","เทศบาล",,,
"50748","สำนักงานเทศบาลนครนครศรีธรรมราช","PUB",1,"นครศรีธรรมราช","เทศบาล",,,
"50749","สำนักงานเทศบาลนครนครสวรรค์","PUB",1,"นครสวรรค์","เทศบาล",,,
"50750","สำนักงานเทศบาลนครนนทบุรี","PUB",1,"นนทบุรี","เทศบาล",,,
"50751","สำนักงานเทศบาลนครพระนครศรีอยุธยา","PUB",1,"พระนครศรีอยุธยา","เทศบาล",,,
"50752","สำนักงานเทศบาลนครพิษณุโลก","PUB",1,"พิษณุโลก","เทศบาล",,,
"50753","สำนักงานเทศบาลนครยะลา","PUB",1,"ยะลา","เทศบาล",,,
"50754","สำนักงานเทศบาลนครระยอง","PUB",1,"ระยอง","เทศบาล",,,
"50755","สำนักงานเทศบาลนครลำปาง","PUB",1,"ลำปาง","เทศบาล",,,
"50756","สำนักงานเทศบาลนครสงขลา","PUB",1,"สงขลา","เทศบาล",,,
"50757","สำนักงานเทศบาลนครสมุทรสาคร","PUB",1,"สมุทรสาคร","เทศบาล",,,
"50758","สำนักงานเทศบาลนครหาดใหญ่","PUB",1,"สงขลา","เทศบาล",,,
"50759","สำนักงานเทศบาลนครอุดรธานี","PUB",1,"อุดรธานี","เทศบาล",,,
"50760","สำนักงานเทศบาลนครอุบลราชธานี","PUB",1,"อุบลราชธานี","เทศบาล",,,
"50761","สำนักงานเทศบาลเมืองกระทุ่มแบน","PUB",1,"สมุทรสาคร","เทศบาล",,,
"50762","สำนักงานเทศบาลเมืองกระบี่","PUB",1,"กระบี่","เทศบาล",,,
"50763","สำนักงานเทศบาลเมืองกันตัง","PUB",1,"ตรัง","เทศบาล",,,
"50764","สำนักงานเทศบาลเมืองกาญจนบุรี","PUB",1,"กาญจนบุรี","เทศบาล",,,
"50765","สำนักงานเทศบาลเมืองกาฬสินธุ์","PUB",1,"กาฬสินธุ์","เทศบาล",,,
"50766","สำนักงานเทศบาลเมืองกำแพงเพชร","PUB",1,"กำแพงเพชร","เทศบาล",,,
"50767","สำนักงานเทศบาลเมืองขลุง","PUB",1,"จันทบุรี","เทศบาล",,,
"50768","สำนักงานเทศบาลเมืองคลองหลวง","PUB",1,"ปทุมธานี","เทศบาล",,,
"50769","สำนักงานเทศบาลเมืองคูคต","PUB",1,"ปทุมธานี","เทศบาล",,,
"50770","สำนักงานเทศบาลเมืองจันทบุรี","PUB",1,"จันทบุรี","เทศบาล",,,
"50771","สำนักงานเทศบาลเมืองฉะเชิงเทรา","PUB",1,"ฉะเชิงเทรา","เทศบาล",,,
"50772","สำนักงานเทศบาลเมืองชลบุรี","PUB",1,"ชลบุรี","เทศบาล",,,
"50773","สำนักงานเทศบาลเมืองชัยนาท","PUB",1,"ชัยนาท","เทศบาล",,,
"50774","สำนักงานเทศบาลเมืองชัยภูมิ","PUB",1,"ชัยภูมิ","เทศบาล",,,
"50775","สำนักงานเทศบาลเมืองชุมพร","PUB",1,"ชุมพร","เทศบาล",,,
"50776","สำนักงานเทศบาลเมืองชุมแสง","PUB",1,"นครสวรรค์","เทศบาล",,,
"50777","สำนักงานเทศบาลเมืองเชียงราย","PUB",1,"เชียงราย","เทศบาล",,,
"50778","สำนักงานเทศบาลเมืองตราด","PUB",1,"ตราด","เทศบาล",,,
"50779","สำนักงานเทศบาลเมืองตะกั่วป่า","PUB",1,"พังงา","เทศบาล",,,
"50780","สำนักงานเทศบาลเมืองตะพานหิน","PUB",1,"พิจิตร","เทศบาล",,,
"50781","สำนักงานเทศบาลเมืองตาก","PUB",1,"ตาก","เทศบาล",,,
"50782","สำนักงานเทศบาลเมืองท่าข้าม","PUB",1,"สุราษฎร์ธานี","เทศบาล",,,
"50783","สำนักงานเทศบาลเมืองท่าโขลง","PUB",1,"ปทุมธานี","เทศบาล",,,
"50784","สำนักงานเทศบาลเมืองทุ่งสง","PUB",1,"นครศรีธรรมราช","เทศบาล",,,
"50785","สำนักงานเทศบาลเมืองนครนายก","PUB",1,"นครนายก","เทศบาล",,,
"50786","สำนักงานเทศบาลเมืองนครพนม","PUB",1,"นครพนม","เทศบาล",,,
"50787","สำนักงานเทศบาลเมืองนราธิวาส","PUB",1,"นราธิวาส","เทศบาล",,,
"50788","สำนักงานเทศบาลเมืองนาสาร","PUB",1,"สุราษฎร์ธานี","เทศบาล",,,
"50789","สำนักงานเทศบาลเมืองบางบัวทอง","PUB",1,"นนทบุรี","เทศบาล",,,
"50790","สำนักงานเทศบาลเมืองบางมูลนาก","PUB",1,"พิจิตร","เทศบาล",,,
"50791","สำนักงานเทศบาลเมืองบางศรีเมือง","PUB",1,"นนทบุรี","เทศบาล",,,
"50792","สำนักงานเทศบาลเมืองบ้านโป่ง","PUB",1,"ราชบุรี","เทศบาล",,,
"50793","สำนักงานเทศบาลเมืองบ้านหมี่","PUB",1,"ลพบุรี","เทศบาล",,,
"50794","สำนักงานเทศบาลเมืองบุรีรัมย์","PUB",1,"บุรีรัมย์","เทศบาล",,,
"50795","สำนักงานเทศบาลเมืองประจวบคีรีขันธ์","PUB",1,"ประจวบคีรีขันธ์","เทศบาล",,,
"50796","สำนักงานเทศบาลเมืองปราจีนบุรี","PUB",1,"ปราจีนบุรี","เทศบาล",,,
"50797","สำนักงานเทศบาลเมืองปัตตานี","PUB",1,"ปัตตานี","เทศบาล",,,
"50798","สำนักงานเทศบาลนครปากเกร็ด","PUB",1,"นนทบุรี","เทศบาล",,,
"50799","สำนักงานเทศบาลเมืองปากพนัง","PUB",1,"นครศรีธรรมราช","เทศบาล",,,
"50800","สำนักงานเทศบาลเมืองป่าตอง","PUB",1,"ภูเก็ต","เทศบาล",,,
"50801","สำนักงานเทศบาลเมืองปทุมธานี","PUB",1,"ปทุมธานี","เทศบาล",,,
"50802","สำนักงานเทศบาลเมืองพระประแดง","PUB",1,"สมุทรปราการ","เทศบาล",,,
"50803","สำนักงานเทศบาลเมืองพระพุทธบาท","PUB",1,"สระบุรี","เทศบาล",,,
"50804","สำนักงานเทศบาลเมืองพังงา","PUB",1,"พังงา","เทศบาล",,,
"50805","สำนักงานเทศบาลเมืองพัทลุง","PUB",1,"พัทลุง","เทศบาล",,,
"50806","สำนักงานเทศบาลเมืองพิจิตร","PUB",1,"พิจิตร","เทศบาล",,,
"50807","สำนักงานเทศบาลเมืองพิษณุโลก","PUB",1,"พิษณุโลก","เทศบาล",,,
"50808","สำนักงานเทศบาลเมืองเพชรบุรี","PUB",1,"เพชรบุรี","เทศบาล",,,
"50809","สำนักงานเทศบาลเมืองเพชรบูรณ์","PUB",1,"เพชรบูรณ์","เทศบาล",,,
"50810","สำนักงานเทศบาลเมืองแพร่","PUB",1,"แพร่","เทศบาล",,,
"50811","สำนักงานเทศบาลเมืองโพธาราม","PUB",1,"ราชบุรี","เทศบาล",,,
"50812","สำนักงานเทศบาลเมืองภูเก็ต","PUB",1,"ภูเก็ต","เทศบาล",,,
"50813","สำนักงานเทศบาลเมืองมหาสารคาม","PUB",1,"มหาสารคาม","เทศบาล",,,
"50814","สำนักงานเทศบาลเมืองมาบตาพุด","PUB",1,"ระยอง","เทศบาล",,,
"50815","สำนักงานเทศบาลเมืองมุกดาหาร","PUB",1,"มุกดาหาร","เทศบาล",,,
"50816","สำนักงานเทศบาลเมืองแม่สอด","PUB",1,"ตาก","เทศบาล",,,
"50817","สำนักงานเทศบาลเมืองยโสธร","PUB",1,"ยโสธร","เทศบาล",,,
"50818","สำนักงานเทศบาลเมืองร้อยเอ็ด","PUB",1,"ร้อยเอ็ด","เทศบาล",,,
"50819","สำนักงานเทศบาลเมืองระนอง","PUB",1,"ระนอง","เทศบาล",,,
"50820","สำนักงานเทศบาลเมืองรังสิต","PUB",1,"ปทุมธานี","เทศบาล",,,
"50821","สำนักงานเทศบาลเมืองราชบุรี","PUB",1,"ราชบุรี","เทศบาล",,,
"50822","สำนักงานเทศบาลเมืองลพบุรี","PUB",1,"ลพบุรี","เทศบาล",,,
"50823","สำนักงานเทศบาลเมืองลัดหลวง","PUB",1,"สมุทรปราการ","เทศบาล",,,
"50824","สำนักงานเทศบาลเมืองลำพูน","PUB",1,"ลำพูน","เทศบาล",,,
"50825","สำนักงานเทศบาลเมืองลำสามแก้ว","PUB",1,"ปทุมธานี","เทศบาล",,,
"50826","สำนักงานเทศบาลเมืองวารินชำราบ","PUB",1,"อุบลราชธานี","เทศบาล",,,
"50827","สำนักงานเทศบาลเมืองศรีราชา","PUB",1,"ชลบุรี","เทศบาล",,,
"50828","สำนักงานเทศบาลเมืองศรีสะเกษ","PUB",1,"ศรีสะเกษ","เทศบาล",,,
"50829","สำนักงานเทศบาลนครสกลนคร","PUB",1,"สกลนคร","เทศบาล",,,
"50830","สำนักงานเทศบาลเมืองสงขลา","PUB",1,"สงขลา","เทศบาล",,,
"50831","สำนักงานเทศบาลเมืองสนั่นรักษ์","PUB",1,"ปทุมธานี","เทศบาล",,,
"50832","สำนักงานเทศบาลนครสมุทรปราการ","PUB",1,"สมุทรปราการ","เทศบาล",,,
